loss,recall,accuracy,precision,dice_coef,jaccard_index,val_loss,val_recall,val_accuracy,val_precision,val_dice_coef,val_jaccard_index
0.5072825799424,0.760823607444763,0.849465489387512,0.626215159893036,0.445023238658905,0.252555131912231,2.95549165725708,0.855253875255585,0.55620014667511,0.35522335767746,0.466724634170532,0.293574064970017
0.410019327354321,0.821291029453278,0.899025559425354,0.743617057800293,0.506741881370544,0.291723132133484,0.689433698654175,0.817311227321625,0.826138317584992,0.639218866825104,0.590485990047455,0.384551465511322
0.35741668280125,0.836429357528687,0.912197649478912,0.781387805938721,0.54184365272522,0.31477826833725,0.361543951034546,0.803228378295898,0.888201773166657,0.793676316738129,0.640204071998596,0.429400146007538
0.314936534500894,0.844237804412842,0.922804296016693,0.811987638473511,0.576493501663208,0.338364034891129,0.286630820631981,0.776418685913086,0.91023451089859,0.860751509666443,0.648796260356903,0.444419533014298
0.294049259220625,0.838302314281464,0.92157918214798,0.81085479259491,0.591511905193329,0.353236168622971,0.309311697483063,0.712621033191681,0.903375685214996,0.917024195194244,0.639625132083893,0.43681612610817
0.264191240037784,0.841376543045044,0.929366707801819,0.83681184053421,0.620219111442566,0.375019282102585,0.332373527884483,0.697846293449402,0.892364919185638,0.863729596138001,0.619394898414612,0.422182708978653
0.240421224761763,0.847658693790436,0.934400677680969,0.85207325220108,0.647482872009277,0.395552694797516,0.422511730194092,0.369574576616287,0.829298079013825,0.995346009731293,0.480593413114548,0.284535020589829
0.22675612300014,0.848474144935608,0.934501767158508,0.855105042457581,0.663031697273254,0.41021341085434,0.255549520254135,0.752507090568543,0.907078325748444,0.875322341918945,0.69438636302948,0.48506572842598
0.212541486347007,0.853889524936676,0.937352001667023,0.859664380550385,0.678220510482788,0.425572544336319,0.258632743954659,0.798758387565613,0.914092063903809,0.874059975147247,0.729372382164002,0.521541595458984
0.20143199804524,0.854875504970551,0.939379453659058,0.866485595703125,0.693873763084412,0.442127168178558,0.265342993736267,0.887484192848206,0.910659968852997,0.813319742679596,0.763461291790009,0.569902777671814
0.19253160452374,0.852050960063934,0.939809620380402,0.873019814491272,0.706672787666321,0.454699873924255,0.36938000202179,0.557111084461212,0.858959555625916,0.897623836994171,0.621619880199432,0.41629034280777
0.180298897941111,0.861670076847076,0.943605661392212,0.877887845039368,0.721427083015442,0.471639335155487,0.199062806963921,0.802441954612732,0.930696368217468,0.924854278564453,0.750160813331604,0.561947405338287
